Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Mouse	Aminoacyl-tRNA biosynthesis	9/66	0.4460086606780944	0.6487398700772283	0	0	1.104123580804457	0.8914880483143021	CARS;RARS2;LARS2;DARS;LARS;GARS;CARS2;PSTK;FARSB
KEGG_2019_Mouse	Inflammatory bowel disease (IBD)	8/59	0.4620467575100191	0.6686907847381183	0	0	1.09684466973162	0.8468619085394027	MAF;SMAD3;TGFB3;STAT1;STAT3;IL18;STAT6;NFKB1
KEGG_2019_Mouse	RNA degradation	11/83	0.4685323469093947	0.6746865795495285	0	0	1.0682796058498305	0.8099163285933085	BTG3;TTC37;DDX6;EXOSC10;PAN3;CNOT2;CNOT3;CNOT10;PABPC1;TOB2;PFKP
KEGG_2019_Mouse	Nicotinate and nicotinamide metabolism	5/36	0.4753474409257789	0.6810948407294743	0	0	1.1277409023993388	0.8387113832893148	NAMPT;NMNAT2;NADSYN1;NT5C2;NT5C3
KEGG_2019_Mouse	Peroxisome	11/84	0.485122118533381	0.6882520696434173	0	0	1.0535851711779065	0.7621157105626766	ABCD4;HMGCL;ACOX1;ECI2;CAT;AGPS;PXMP2;HSD17B4;CROT;ACAA1A;PEX13
KEGG_2019_Mouse	Rheumatoid arthritis	11/84	0.485122118533381	0.6882520696434173	0	0	1.0535851711779065	0.7621157105626766	ATP6V1G1;ATP6V0B;CXCL12;CTSL;TGFB3;IL18;ATP6V0A2;ATP6V1H;ATP6V1E1;ATP6V0E;ATP6V0A1
KEGG_2019_Mouse	Neomycin, kanamycin and gentamicin biosynthesis	1/5	0.4875666278483005	0.6883293569623067	0	0	1.7479016786570742	1.25556728574768	HK2
KEGG_2019_Mouse	Alanine, aspartate and glutamate metabolism	5/37	0.500442994034723	0.7012624306723104	0	0	1.0924364491593277	0.7562517875296094	GLUD1;GPT2;ADSSL1;ABAT;ADSS
KEGG_2019_Mouse	PPAR signaling pathway	11/85	0.5015974330503331	0.7012624306723104	0	0	1.039287883389007	0.7170643733572266	SLC27A1;GK;PDPK1;ACOX1;UBC;PLIN4;ILK;DBI;ACAA1A;CPT1C;PPARA
KEGG_2019_Mouse	Natural killer cell mediated cytotoxicity	15/118	0.5159435037913692	0.7178344400575571	0	0	1.018129741204383	0.6737555097012112	PRKCB;NFATC2;BRAF;PTPN11;PIK3CB;VAV2;TYROBP;PPP3CC;PIK3CA;MAPK1;GRB2;KRAS;RAC1;RAF1;SOS2
KEGG_2019_Mouse	Pyruvate metabolism	5/38	0.5250595519607645	0.7270055334841354	0	0	1.059271659752044	0.6824289774118265	LDHB;PKM;MDH2;DLAT;ACACA
KEGG_2019_Mouse	Mismatch repair	3/22	0.5316227379200247	0.7325710455548666	0	0	1.1038736842105263	0.6974507742219831	MSH2;RFC2;MSH3
KEGG_2019_Mouse	Phosphonate and phosphinate metabolism	1/6	0.551713566564822	0.7566357484317559	0	0	1.3982414068745004	0.8315708944167339	PCYT1A
KEGG_2019_Mouse	Cocaine addiction	6/48	0.5665447504757373	0.7732933087062196	0	0	0.998626923737056	0.5674190261287767	GRIA2;GRIN2A;CREB1;GRIN2B;NFKB1;ADCY5
KEGG_2019_Mouse	Amino sugar and nucleotide sugar metabolism	6/49	0.5875259723439722	0.7981484907314339	0	0	0.9753471607789812	0.5187235872458996	GPI1;CYB5R4;PMM1;UXS1;HEXB;HK2
KEGG_2019_Mouse	alpha-Linolenic acid metabolism	3/25	0.621389293470427	0.8401883404670563	0	0	0.953181818181818	0.4535215374429643	ACOX1;PLA2G3;ACAA1A
KEGG_2019_Mouse	Carbohydrate digestion and absorption	5/43	0.6388925554393465	0.8598180185351952	0	0	0.9196304411950612	0.4120118955471276	PIK3CA;PRKCB;CACNA1D;PIK3CB;HK2
KEGG_2019_Mouse	Cytosolic DNA-sensing pathway	7/61	0.6549112533622992	0.8772764696201961	0	0	0.9059012939221271	0.3834277445857114	NFKBIA;POLR3A;CHUK;DDX58;IL18;RIPK1;NFKB1
KEGG_2019_Mouse	Other glycan degradation	2/18	0.6779632359323359	0.9039509812431143	0	0	0.8737005197920832	0.339574380842159	FUCA1;HEXB
KEGG_2019_Mouse	Basal cell carcinoma	7/63	0.6886057535414214	0.9139099401840064	0	0	0.8734475160256411	0.3258713654923883	TCF7L2;CDKN1A;TCF7L1;FZD7;AXIN1;CTNNB1;GLI2
KEGG_2019_Mouse	Vitamin B6 metabolism	1/9	0.6998822414931464	0.9246150713303952	0	0	0.8737509992006395	0.3117920890399327	PDXK
KEGG_2019_Mouse	Arginine biosynthesis	2/19	0.7070147435136684	0.929772813387838	0	0	0.822259331561493	0.2850804016817644	GLUD1;GPT2
KEGG_2019_Mouse	African trypanosomiasis	4/39	0.7365515055809272	0.9642128800332138	0	0	0.7985822900588807	0.2441873882650062	PLCB4;PRKCB;IL18;PLCB1
KEGG_2019_Mouse	Glycolysis / Gluconeogenesis	7/67	0.7493691105112408	0.9765534109829744	0	0	0.8150307158119658	0.2351556063693151	GPI1;LDHB;PKM;AKR1A1;DLAT;HK2;PFKP
KEGG_2019_Mouse	Alcoholism	22/199	0.7644737003543282	0.9860250018810924	0	0	0.8677018789125034	0.2330366591284178	NTRK2;HDAC1;H3F3A;H2AFV;BRAF;HDAC8;GRIN2B;ADCY5;PPP1CB;GNAO1;PPP1CC;GRIN2A;CREB1;H2AFJ;GNB1;MAPK1;GRB2;KRAS;CALM1;RAF1;SOS2;HIST1H2BC
KEGG_2019_Mouse	N-Glycan biosynthesis	5/50	0.7666535165234646	0.9860250018810924	0	0	0.7762654568098923	0.2062695042228704	MAN1A;MAN2A2;MAN1A2;MAN2A1;MGAT3
KEGG_2019_Mouse	Synthesis and degradation of ketone bodies	1/11	0.7703320327196034	0.9860250018810924	0	0	0.6989208633093525	0.1823719689576336	HMGCL
KEGG_2019_Mouse	Ubiquinone and other terpenoid-quinone biosynthesis	1/11	0.7703320327196034	0.9860250018810924	0	0	0.6989208633093525	0.1823719689576336	VKORC1L1
KEGG_2019_Mouse	Other types of O-glycan biosynthesis	2/22	0.7812383869433861	0.9923693304862258	0	0	0.6988004798080768	0.1725163284494169	GXYLT1;ST3GAL3
KEGG_2019_Mouse	Pentose phosphate pathway	3/32	0.7821799931262959	0.9923693304862258	0	0	0.7228137931034483	0.1775739498345472	GPI1;TALDO1;PFKP
KEGG_2019_Mouse	Starch and sucrose metabolism	3/33	0.79979685712261	0.999994754582507	0	0	0.69868	0.1560833737933442	GPI1;GYS1;HK2
KEGG_2019_Mouse	Mannose type O-glycan biosynthesis	2/23	0.8020351964924577	0.999994754582507	0	0	0.6654861864777898	0.146808106899813	LARGE1;ST3GAL3
KEGG_2019_Mouse	Terpenoid backbone biosynthesis	2/23	0.8020351964924577	0.999994754582507	0	0	0.6654861864777898	0.146808106899813	GGPS1;PDSS1
KEGG_2019_Mouse	Glutathione metabolism	6/64	0.8281698998972474	0.999994754582507	0	0	0.7224807700274812	0.1362143226450284	HPGDS;GGT7;GCLC;GPX1;GSTM1;GPX4
KEGG_2019_Mouse	Fructose and mannose metabolism	3/35	0.8314503983890112	0.999994754582507	0	0	0.6549375	0.1208907446434008	PMM1;HK2;PFKP
KEGG_2019_Mouse	Primary immunodeficiency	3/36	0.8455976080495747	0.999994754582507	0	0	0.6350545454545454	0.1065060603483439	DCLRE1C;PTPRC;BLNK
KEGG_2019_Mouse	Fatty acid biosynthesis	1/14	0.8462586462484396	0.999994754582507	0	0	0.537539199409703	0.0897315463172383	ACACA
KEGG_2019_Mouse	Sphingolipid metabolism	4/48	0.8671317187077707	0.999994754582507	0	0	0.6349085088580887	0.0905153436674954	CERS4;CERS5;CERK;ACER3
KEGG_2019_Mouse	Tryptophan metabolism	4/48	0.8671317187077707	0.999994754582507	0	0	0.6349085088580887	0.0905153436674954	HADHA;ECHS1;CAT;DLST
KEGG_2019_Mouse	Phototransduction	2/27	0.8686325629745933	0.999994754582507	0	0	0.5588804478208717	0.0787099672981486	GNB1;CALM1
KEGG_2019_Mouse	Cell adhesion molecules (CAMs)	17/170	0.8687504916059121	0.999994754582507	0	0	0.775185483150085	0.1090680674275278	NTNG1;CNTNAP2;SELPLG;NEGR1;NRXN1;NRXN3;NRXN2;NFASC;ALCAM;PTPRC;CNTN1;NRCAM;ITGAV;LRRC4C;NEO1;MPZL1;JAM3
KEGG_2019_Mouse	Glycerophospholipid metabolism	9/97	0.8714187924546164	0.999994754582507	0	0	0.7138997229714952	0.0982558748065314	PCYT1A;CHKA;PNPLA7;DGKB;GPD1;PLA2G3;MBOAT2;TAZ;GPCPD1
KEGG_2019_Mouse	RNA polymerase	2/28	0.8817082620154573	0.999994754582507	0	0	0.5373542890536094	0.067649705789323	POLR3A;POLR1A
KEGG_2019_Mouse	Primary bile acid biosynthesis	1/16	0.8823561714861564	0.999994754582507	0	0	0.4658140154543032	0.0583010408560788	HSD17B4
KEGG_2019_Mouse	Arachidonic acid metabolism	8/89	0.8825839038008587	0.999994754582507	0	0	0.6894183428585566	0.0861093296975882	HPGDS;GPX1;CYP2J12;PTGES3;PLA2G3;LTA4H;PTGDS;CYP4F13
KEGG_2019_Mouse	Arginine and proline metabolism	4/50	0.8871101435613086	0.999994754582507	0	0	0.6072341980270369	0.0727382339796138	P4HA1;SMOX;AMD1;SAT1
KEGG_2019_Mouse	Glycerolipid metabolism	5/61	0.893840212633086	0.999994754582507	0	0	0.6233915703991765	0.0699621467909908	GK;DGKB;AKR1A1;MBOAT2;PNPLA2
KEGG_2019_Mouse	Nitrogen metabolism	1/17	0.8970908704491145	0.999994754582507	0	0	0.436675659472422	0.0474221544483145	GLUD1
KEGG_2019_Mouse	Intestinal immune network for IgA production	3/43	0.918582966334104	0.999994754582507	0	0	0.52371	0.0444750506905876	IL15RA;CXCL12;MAP3K14
KEGG_2019_Mouse	Steroid biosynthesis	1/19	0.921256522105186	0.999994754582507	0	0	0.3881117328359534	0.0318316652453708	LIPA
KEGG_2019_Mouse	Galactose metabolism	2/32	0.9228332672745796	0.999994754582507	0	0	0.4656004264960682	0.0373908351532166	HK2;PFKP
KEGG_2019_Mouse	Amoebiasis	9/106	0.9261899403775506	0.999994754582507	0	0	0.6473267801486454	0.0496343933502455	RAB5B;RAB7;PLCB4;PIK3CA;PRKCB;TGFB3;PIK3CB;PLCB1;NFKB1
KEGG_2019_Mouse	Viral myocarditis	7/87	0.930532279307335	0.999994754582507	0	0	0.6105719150641026	0.0439602700982571	SGCD;DAG1;ABL1;ABL2;RAC1;EIF4G2;EIF4G1
KEGG_2019_Mouse	Complement and coagulation cascades	7/88	0.9353292192532529	0.999994754582507	0	0	0.6029993668882557	0.0403145510978173	C4B;C1QB;C1QA;CFH;PROS1;F5;C1QC
KEGG_2019_Mouse	Ovarian steroidogenesis	4/57	0.937793010827986	0.999994754582507	0	0	0.5268220495745468	0.0338356861720243	CYP2J12;ADCY9;INSR;ADCY5
KEGG_2019_Mouse	DNA replication	2/35	0.9443849574239912	0.999994754582507	0	0	0.4232004168029757	0.0242161212105676	POLA1;RFC2
KEGG_2019_Mouse	Ether lipid metabolism	3/47	0.9445100541415392	0.999994754582507	0	0	0.4759909090909091	0.027173819858575	AGPS;PLA2G3;PAFAH1B2
KEGG_2019_Mouse	Proximal tubule bicarbonate reclamation	1/22	0.9472971589428874	0.999994754582507	0	0	0.3326101023942751	0.0180083242469596	GLUD1
KEGG_2019_Mouse	Phenylalanine metabolism	1/23	0.95389993138948	0.999994754582507	0	0	0.3174732940919991	0.0149836304698755	MIF
KEGG_2019_Mouse	Malaria	3/49	0.9543769235599062	0.999994754582507	0	0	0.4552434782608696	0.0212583169133904	LRP1;TGFB3;IL18
KEGG_2019_Mouse	Linoleic acid metabolism	3/50	0.9586705220177464	0.999994754582507	0	0	0.445531914893617	0.0188049340942553	CYP2J12;PLA2G3;CYP3A13
KEGG_2019_Mouse	Vitamin digestion and absorption	1/24	0.9596757404418056	0.999994754582507	0	0	0.3036527299899211	0.0124982923012094	ABCC1
KEGG_2019_Mouse	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/25	0.964728122499262	0.999994754582507	0	0	0.2909838795630162	0.0104489272352848	PIGT
KEGG_2019_Mouse	Fat digestion and absorption	2/40	0.9681375785383742	0.999994754582507	0	0	0.3674109303646962	0.0118971609710836	ABCA1;PLA2G3
KEGG_2019_Mouse	Tyrosine metabolism	2/40	0.9681375785383742	0.999994754582507	0	0	0.3674109303646962	0.0118971609710836	MIF;FAH
KEGG_2019_Mouse	Folate biosynthesis	1/26	0.9691476553098468	0.999994754582507	0	0	0.2793285371702638	0.0087536813956075	GPHN
KEGG_2019_Mouse	Taste transduction	6/88	0.97123494423791	0.999994754582507	0	0	0.5103197007140275	0.0148946392787827	CHRM3;PDE1A;CACNA1A;CACNA1C;ASIC2;SCN2A
KEGG_2019_Mouse	Homologous recombination	2/41	0.9715382562995132	0.999994754582507	0	0	0.3579696326597566	0.0103362415357477	RAD50;UIMC1
KEGG_2019_Mouse	Porphyrin and chlorophyll metabolism	2/41	0.9715382562995132	0.999994754582507	0	0	0.3579696326597566	0.0103362415357477	CP;HMOX2
KEGG_2019_Mouse	Herpes simplex virus 1 infection	42/433	0.9721116565585496	0.999994754582507	0	0	0.7466367922714552	0.0211183290747386	ZFP747;PIK3CB;ZFP809;PPP1CB;PPP1CC;NXF1;ZFP182;ZFP74;JAK2;MAP3K7;ZFP101;B2M;JAK1;ZFP777;ZFP612;PDIA3;CD74;POU2F1;CHUK;STAT1;DDX58;ZFP933;PTPN11;TSC1;NFKB1;NFKBIA;PIK3CA;TRAF6;SRSF2;BCL2;SRSF3;SRSF4;TAB2;SRSF5;CALR;TAB1;SRSF6;ZFP398;SRSF7;ZFP871;IRF9;BCL2L1
KEGG_2019_Mouse	Systemic lupus erythematosus	11/143	0.9759729982187266	0.999994754582507	0	0	0.5806915462814339	0.0141226267061549	C4B;C1QB;C1QA;GRIN2A;SSB;H2AFJ;H3F3A;H2AFV;GRIN2B;HIST1H2BC;C1QC
KEGG_2019_Mouse	Ribosome biogenesis in eukaryotes	8/115	0.9811764077307082	0.999994754582507	0	0	0.5211170003558518	0.0099027921885634	RCL1;RBM28;NXF1;LSG1;NXT1;CSNK2A1;NOB1;AK6
KEGG_2019_Mouse	Pyrimidine metabolism	3/58	0.9816291597247196	0.999994754582507	0	0	0.3805527272727272	0.007056086780196	UPP2;NT5C2;NT5C3
KEGG_2019_Mouse	Staphylococcus aureus infection	6/95	0.9839907777923702	0.999994754582507	0	0	0.4699932053295415	0.0075851047864172	C4B;C1QB;C1QA;SELPLG;CFH;C1QC
KEGG_2019_Mouse	Bile secretion	4/72	0.984421074776305	0.999994754582507	0	0	0.410258220935433	0.0064416907654659	ADCY9;NCEH1;ABCB1B;ADCY5
KEGG_2019_Mouse	Pentose and glucuronate interconversions	1/34	0.9894297479619474	0.999994754582507	0	0	0.2115156359760676	0.0022476738609722	AKR1A1
KEGG_2019_Mouse	Renin-angiotensin system	1/36	0.991913346885196	0.999994754582507	0	0	0.1994061893342469	0.0016190840265859	LNPEP
KEGG_2019_Mouse	Chemical carcinogenesis	5/94	0.9939098335465414	0.999994754582507	0	0	0.3915042146076412	0.0023916159184174	SULT1A1;HPGDS;GSTM1;ARNT;CYP3A13
KEGG_2019_Mouse	ECM-receptor interaction	4/83	0.9947382675492588	0.999994754582507	0	0	0.3529107845669914	0.0018618246458027	ITGB5;DAG1;TNR;ITGAV
KEGG_2019_Mouse	Glycine, serine and threonine metabolism	1/40	0.9952670367079784	0.999994754582507	0	0	0.1789132796327041	0.0008488002434086029	AMT
KEGG_2019_Mouse	Metabolism of xenobiotics by cytochrome P450	2/66	0.9984794370348168	0.999994754582507	0	0	0.2178253698520591	0.0003314692641327375	HPGDS;GSTM1
KEGG_2019_Mouse	Fanconi anemia pathway	1/51	0.9989143004193982	0.999994754582507	0	0	0.1394644284572342	0.00015149872742689798	REV3L
KEGG_2019_Mouse	Type I diabetes mellitus	2/69	0.9989404131763128	0.999994754582507	0	0	0.2080361885096707	0.000220549270390984	ICA1;CPE
KEGG_2019_Mouse	Protein digestion and absorption	3/90	0.999438227050332	0.999994754582507	0	0	0.2401379310344827	0.00013494090046809276	SLC3A2;SLC38A2;SLC8A1
KEGG_2019_Mouse	Hematopoietic cell lineage	3/94	0.999642737143162	0.999994754582507	0	0	0.2295296703296703	8.201707745126198e-05	CSF1R;CSF3R;IL6RA
KEGG_2019_Mouse	Drug metabolism	4/114	0.9997974365691956	0.999994754582507	0	0	0.253003019389574	5.125435091530331e-05	HPGDS;GSTM1;UPP2;HPRT
KEGG_2019_Mouse	Retinol metabolism	2/91	0.999925527911268	0.999994754582507	0	0	0.1564138389587985	1.1648899058178096e-05	RDH10;CYP3A13
KEGG_2019_Mouse	Cytokine-cytokine receptor interaction	15/292	0.9999889385794216	0.999994754582507	0	0	0.3747954078493737	4.145792566247274e-06	ACVR1;CNTFR;IL15RA;CSF1R;CSF3R;BMPR2;TGFB3;IL34;IL18;IL6RA;TGFBR1;TGFBR2;CXCL12;IL6ST;BMPR1A
KEGG_2019_Mouse	Steroid hormone biosynthesis	1/89	0.9999900614745044	0.999994754582507	0	0	0.0790685633311532	7.858288375530972e-07	CYP3A13
KEGG_2019_Mouse	Olfactory transduction	6/1133	0.999992876983616	0.999994754582507	0	0	0.0349025751931599	2.4861250038322133e-07	CAMK2D;PDE1A;GNB1;CALM1;SLC8A1;PRKG1
KEGG_2019_Mouse	Neuroactive ligand-receptor interaction	15/348	0.999994754582507	0.999994754582507	0	0	0.3107528750615567	1.6300328419615163e-06	GABRB3;GRIA1;GABRB2;CHRM3;GRIA2;GABRB1;THRB;THRA;GRID1;GRIN2B;GABRR2;GRIN2A;HRH1;ADORA1;GRIA3
